URL,Project Name,Category,Sub-Category,Status,Project Cost,Project Start Date,Project Completion Date,State,City,Construction Area (sqm),Land Area (sqm),Residential Units,Commercial Units,Company
https://infiniteworks.in/private-construction-leads/detail/12471213260339441913?uid=6815559123727730&tid=20766212,the secret lake,plotting,,completed,4975200300,2025-04-01 00:00:00,2030-03-31 00:00:00,karnataka,bengaluru rural,,178869.0,689,2,Equinox Global Shelters
https://infiniteworks.in/private-construction-leads/detail/12488092286600085807?uid=6815559123727730&tid=20766212,niketan emerald,residential,apartment,under construction,113923560,2025-02-15 00:00:00,2029-03-15 00:00:00,karnataka,dharwad,5817.0,1970.0,36,0,Niketan Emerald
https://infiniteworks.in/private-construction-leads/detail/12552781376391027777?uid=6815559123727730&tid=20766212,in that quiet earth tower 8,residential,,under construction,4165624320,2025-01-01 00:00:00,2032-12-31 00:00:00,karnataka,bengaluru urban,46078.0,10420.0,119,0,Total Environment Constructions Private Limited
https://infiniteworks.in/private-construction-leads/detail/12625659358228430579?uid=6815559123727730&tid=20766212,aakriti emerald,residential,apartment,under construction,538000000,2025-09-01 00:00:00,2028-08-31 00:00:00,karnataka,bangalore rural,16866.0,6373.0,130,0,Aakriti Projects
https://infiniteworks.in/private-construction-leads/detail/5909922046918544604?uid=6815559123727730&tid=20766212,soul of the seasons - phase 1,residential,,under construction,2573109250,2025-06-01 00:00:00,2029-11-30 00:00:00,karnataka,bengaluru urban,41494.0,20259.0,281,0,Nbr Projects Limited Liability Partnership
https://infiniteworks.in/private-construction-leads/detail/6132723831647022986?uid=6815559123727730&tid=20766212,sri sri sattva,residential,,under construction,4716335100,2025-06-13 00:00:00,2033-03-31 00:00:00,karnataka,bengaluru urban,84323.0,38900.0,417,0,Sri Sumeru Realty Private Limited
https://infiniteworks.in/private-construction-leads/detail/6662323117132212659?uid=6815559123727730&tid=20766212,coevolve misty shores,residential,,under construction,1611012860,2025-04-01 00:00:00,2029-12-31 00:00:00,karnataka,bengaluru urban,29677.0,9610.0,152,0,Coevolve East End Ventures Limited Liability Partnership
https://infiniteworks.in/private-construction-leads/detail/6813659969263878627?uid=6815559123727730&tid=20766212,embassy verde,residential,,under construction,5688709600,2025-01-01 00:00:00,2030-12-31 00:00:00,karnataka,bengaluru rural,125314.0,38570.0,1043,0,Nam Estates Private Limited
https://infiniteworks.in/private-construction-leads/detail/6903285960512915093?uid=6815559123727730&tid=20766212,provident ecopolitan phase 4,residential,,under construction,673991550,2025-09-30 00:00:00,2029-04-30 00:00:00,karnataka,bengaluru urban,17229.0,8237.0,179,0,Provident White Oaks Limited Liability Partnership
https://infiniteworks.in/private-construction-leads/detail/7059264662539296197?uid=6815559123727730&tid=20766212,sowparnika rhythm of rain,residential,,under construction,5395049500,2025-01-16 00:00:00,2032-01-15 00:00:00,karnataka,bengaluru rural,87330.0,24796.0,724,0,Sowparnika Homes Private Limited
https://infiniteworks.in/private-construction-leads/detail/7206746066943642597?uid=6815559123727730&tid=20766212,shivadhama arc,commercial,mixed-use development,under construction,196144320,2025-09-01 00:00:00,2030-12-31 00:00:00,karnataka,udupi,6126.0,2165.0,0,55,Shivadhama Developers
https://infiniteworks.in/private-construction-leads/detail/7275321033556825296?uid=6815559123727730&tid=20766212,birla trimaya phase-2,residential,,under construction,5379289100,2025-02-04 00:00:00,2029-06-20 00:00:00,karnataka,bengaluru rural,90451.0,105563.0,473,0,Birla Arnaa Limited Liability Partnership
https://infiniteworks.in/private-construction-leads/detail/7706932418209135914?uid=6815559123727730&tid=20766212,abhee serenity springs,residential,,under construction,1357252990,2025-02-28 00:00:00,2030-06-30 00:00:00,karnataka,bengaluru urban,46729.0,17502.0,287,0,Abhee Ventures Private Limited
https://infiniteworks.in/private-construction-leads/detail/7728213373498935302?uid=6815559123727730&tid=20766212,primus sangama,residential,,under construction,1899676160,2025-04-02 00:00:00,2030-02-18 00:00:00,karnataka,bengaluru urban,46142.0,10901.0,305,0,Ameliorate Realtors Private Limited
https://infiniteworks.in/private-construction-leads/detail/7752163324254940801?uid=6815559123727730&tid=20766212,sri balaji vaibhav,residential,apartment,completed,1257428610,2025-01-01 00:00:00,2026-06-30 00:00:00,karnataka,bengaluru urban,17684.0,5669.0,136,0,Sri Balaji Builders
https://infiniteworks.in/private-construction-leads/detail/804690687553245422?uid=6815559123727730&tid=20766212,mana dale south -1,residential,,under construction,2700000000,2025-01-02 00:00:00,2029-11-30 00:00:00,karnataka,bengaluru urban,31266.0,28227.0,256,,Mana Projects Private Limited
https://infiniteworks.in/private-construction-leads/detail/8334664299889261377?uid=6815559123727730&tid=20766212,vajram vivera,residential,,under construction,3033143550,2025-02-07 00:00:00,2030-02-06 00:00:00,karnataka,bengaluru urban,80374.0,25393.0,374,0,Vajram Estates Private Limited
https://infiniteworks.in/private-construction-leads/detail/8533559983845010206?uid=6815559123727730&tid=20766212,amrutha lake vista,residential,,under construction,6193802800,2025-05-01 00:00:00,2031-04-30 00:00:00,karnataka,bengaluru urban,740898.0,18818.0,522,0,Amrutha Shelters Private Limited
https://infiniteworks.in/private-construction-leads/detail/8701191479569476105?uid=6815559123727730&tid=20766212,amberstone illumina,residential,apartment,under construction,545684420,2025-09-15 00:00:00,2028-12-31 00:00:00,karnataka,bengaluru,12191.0,3392.0,64,0,Srivari Dwellings
https://infiniteworks.in/private-construction-leads/detail/8722522744308805871?uid=6815559123727730&tid=20766212,sapthagiri sky garden,residential,apartment,under construction,957868420,2025-09-25 00:00:00,2030-05-30 00:00:00,karnataka,bangalore rural,25383.0,8498.0,166,0,Sapthagiri Shelters
https://infiniteworks.in/private-construction-leads/detail/8764805063352619?uid=6815559123727730&tid=20766212,udbhav chinmaya,residential,apartment,under construction,340662560,2025-12-01 00:00:00,2028-12-31 00:00:00,karnataka,dakshina kannada,7904.0,2478.0,40,0,Udbhav Developers
https://infiniteworks.in/private-construction-leads/detail/8884392549613353317?uid=6815559123727730&tid=20766212,sarang by sumadhura phase-II,residential,,under construction,1652672380,2025-01-01 00:00:00,2027-06-30 00:00:00,karnataka,bengaluru urban,21980.0,5281.0,137,0,Sumadhura Infracon Private Limited
https://infiniteworks.in/private-construction-leads/detail/9067093322231332475?uid=6815559123727730&tid=20766212,sumadhura pramoda,residential,,under construction,4355911200,2025-03-17 00:00:00,2029-12-31 00:00:00,karnataka,bengaluru urban,64789.0,13962.0,296,0,Sumadhura Infracon Private Limited
https://infiniteworks.in/private-construction-leads/detail/9120782596638038078?uid=6815559123727730&tid=20766212,L&T Realty Elara Celestia Ultra Luxury Apartments,residential,,under construction,16623339500,2025-02-15 00:00:00,2030-03-31 00:00:00,karnataka,bengaluru urban,192611.0,40752.0,633,0,L&t Realty Developers Limited
https://infiniteworks.in/private-construction-leads/detail/916174305194210065?uid=6815559123727730&tid=20766212,saritha santorini,residential,,under construction,4904709100,2025-05-09 00:00:00,2029-04-30 00:00:00,karnataka,bengaluru rural,50117.0,54733.0,197,0,Saritha Developers
https://infiniteworks.in/private-construction-leads/detail/2031953180845243144?uid=6815559123727730&tid=20766212,aratt alchemy essence,residential,,under construction,1898800000,2025-03-09 00:00:00,2030-03-10 00:00:00,karnataka,bengaluru urban,34777.0,10048.0,188,0,Aratt Alchemy Essence Limited Liability Partnership
https://infiniteworks.in/private-construction-leads/detail/100574844651588138?uid=6815559123727730&tid=20766212,kns ananta phase III,plotting,,under construction,375930016,2025-07-11 00:00:00,2030-07-15 00:00:00,karnataka,bangalore rural,,52153.0,214,0,Kns Propworth Limited Liability Partnership
https://infiniteworks.in/private-construction-leads/detail/10062758745778711230?uid=6815559123727730&tid=20766212,havva b,mixed,,under construction,99829960,2025-11-01 00:00:00,2030-12-31 00:00:00,karnataka,dakshina kannada,4000.0,1074.0,28,1,Mohammad Shameer
https://infiniteworks.in/private-construction-leads/detail/10101339034643759825?uid=6815559123727730&tid=20766212,seetha roshni,mixed,,under construction,71657472,2025-04-01 00:00:00,2031-12-31 00:00:00,karnataka,dakshina kannada,3506.0,1040.0,28,7,Shakthiman Builderss
https://infiniteworks.in/private-construction-leads/detail/10105956818540637544?uid=6815559123727730&tid=20766212,sjr vivo city phase 1,plotting,,under construction,2072615040,2025-12-01 00:00:00,2029-11-30 00:00:00,karnataka,bangalore rural,,271146.0,1115,0,Primeco Realty Private Limited
https://infiniteworks.in/private-construction-leads/detail/10137179499033874676?uid=6815559123727730&tid=20766212,nexon travenza,plotting,,under construction,125838992,2025-04-19 00:00:00,2031-08-25 00:00:00,karnataka,bangalore rural,,20787.0,36,0,Nexon Developers
https://infiniteworks.in/private-construction-leads/detail/10187180954181356948?uid=6815559123727730&tid=20766212,silver shine,residential,,under construction,71491504,2025-07-09 00:00:00,2029-06-30 00:00:00,karnataka,belagavi,1228.0,475.0,24,0,Silver Shine Builders & Developers
https://infiniteworks.in/private-construction-leads/detail/10215685349997430800?uid=6815559123727730&tid=20766212,the silver lake phase 1,plotting,,under construction,165444992,2025-12-15 00:00:00,2026-12-30 00:00:00,karnataka,bangalore rural,,30831.0,100,1,Harinatha Reddy
https://infiniteworks.in/private-construction-leads/detail/10220981638393444668?uid=6815559123727730&tid=20766212,samskruti serene,plotting,,under construction,186583056,2025-06-01 00:00:00,2027-12-31 00:00:00,karnataka,bangalore rural,,20133.0,81,0,Samskruthi Developers
https://infiniteworks.in/private-construction-leads/detail/10283490830380481952?uid=6815559123727730&tid=20766212,green avenues,plotting,,under construction,760320000,2025-02-19 00:00:00,2026-06-30 00:00:00,karnataka,bengaluru urban,,60691.0,266,0,Paramount Infracon
https://infiniteworks.in/private-construction-leads/detail/10287651998402147429?uid=6815559123727730&tid=20766212,white lotus amanvana,residential,,under construction,1502000260,2025-10-15 00:00:00,2030-12-31 00:00:00,karnataka,bengaluru rural,40502.0,56402.0,94,0,White Lotus Allied Homes Limited Liability Partnership
https://infiniteworks.in/private-construction-leads/detail/1031861362728757558?uid=6815559123727730&tid=20766212,shree sai indira,mixed,,under construction,65121032,2025-01-01 00:00:00,2031-12-31 00:00:00,karnataka,dakshina kannada,2657.0,624.0,20,19,Surya Developers & Builders
https://infiniteworks.in/private-construction-leads/detail/10391526331232602805?uid=6815559123727730&tid=20766212,kuteera,plotting,,under construction,105834688,2025-05-14 00:00:00,2026-03-31 00:00:00,karnataka,bengaluru urban,,33639.0,36,,The Royal Elegant Ventures
https://infiniteworks.in/private-construction-leads/detail/10435837317089826920?uid=6815559123727730&tid=20766212,slv gardens,plotting,,under construction,63216112,2025-01-09 00:00:00,2027-12-31 00:00:00,karnataka,bangalore rural,,9207.0,29,0,S L V Gardens
https://infiniteworks.in/private-construction-leads/detail/10466223181013845135?uid=6815559123727730&tid=20766212,konig pearl county 2,plotting,,under construction,649523140,2025-10-01 00:00:00,2028-12-31 00:00:00,karnataka,bengaluru,,38343.0,136,0,Konig Homes
https://infiniteworks.in/private-construction-leads/detail/1049255785706193415?uid=6815559123727730&tid=20766212,venkatalaxmi dhama,residential,,under construction,400142592,2025-12-01 00:00:00,2030-12-31 00:00:00,karnataka,udupi,14816.0,3592.0,119,0,Venkata Laxmi Builders Private Limited
https://infiniteworks.in/private-construction-leads/detail/10509873316736254669?uid=6815559123727730&tid=20766212,access indraprastha,residential,,under construction,90026080,2025-06-01 00:00:00,2030-03-31 00:00:00,karnataka,dharwad,1945.0,632.0,15,0,Access Developers & Builders
https://infiniteworks.in/private-construction-leads/detail/10511710918674436607?uid=6815559123727730&tid=20766212,summer skies,plotting,,under construction,328618624,2025-11-20 00:00:00,2027-12-31 00:00:00,karnataka,bengaluru,,38596.0,117,0,Reddy Veeranna Construction Private Limited
https://infiniteworks.in/private-construction-leads/detail/10533825954419424297?uid=6815559123727730&tid=20766212,ms project,plotting,,under construction,68165000,2025-05-01 00:00:00,2026-12-31 00:00:00,karnataka,tumakuru,,11331.0,40,0,B M Sudhakara & Manjunatha M S
https://infiniteworks.in/private-construction-leads/detail/10538383044567665759?uid=6815559123727730&tid=20766212,vanna - phase 2,plotting,,under construction,93672440,2025-04-01 00:00:00,2026-12-31 00:00:00,karnataka,bengaluru urban,,9055.0,20,,Vciti Projects Limited Liability Partnership
https://infiniteworks.in/private-construction-leads/detail/10550464235306674835?uid=6815559123727730&tid=20766212,subha eden-2,residential,,under construction,227314704,2025-01-01 00:00:00,2026-12-31 00:00:00,karnataka,bengaluru urban,3316.0,2023.0,14,0,Subha Luxury Projects Limited Liability Partnership
https://infiniteworks.in/private-construction-leads/detail/10568836413515599132?uid=6815559123727730&tid=20766212,bandu eco crest,residential,,under construction,4940053000,2025-09-01 00:00:00,2030-12-30 00:00:00,karnataka,bengaluru urban,44369.0,22384.0,109,0,Snark Developers
https://infiniteworks.in/private-construction-leads/detail/10602766992531378001?uid=6815559123727730&tid=20766212,swarnagriha nova greens,plotting,,under construction,37194548,2025-07-01 00:00:00,2027-06-30 00:00:00,karnataka,kolar,,18110.0,70,,Felicity Adobe Limited Liability Partnership
https://infiniteworks.in/private-construction-leads/detail/10623723628607321003?uid=6815559123727730&tid=20766212,konig fortune county,plotting,,under construction,258592384,2025-02-24 00:00:00,2028-03-31 00:00:00,karnataka,bengaluru urban,,39760.0,43,,Konig Homes
https://infiniteworks.in/private-construction-leads/detail/10626812726337480948?uid=6815559123727730&tid=20766212,balaji smart city,plotting,,under construction,10150000,2025-05-09 00:00:00,2027-12-31 00:00:00,karnataka,tumakuru,,18185.0,83,0,Shri Balaji Developers
https://infiniteworks.in/private-construction-leads/detail/10824553957023663798?uid=6815559123727730&tid=20766212,sankalp crown phase 2b,residential,,under construction,573465020,2025-04-04 00:00:00,2030-12-31 00:00:00,karnataka,mysuru,7596.0,4063.0,90,0,Sankalp Constructions Private Limited
https://infiniteworks.in/private-construction-leads/detail/10852465422151405673?uid=6815559123727730&tid=20766212,def col-peace haven,plotting,,under construction,213681824,2025-06-26 00:00:00,2027-06-23 00:00:00,karnataka,bangalore rural,,24382.0,52,0,Organize India Real Estate Developments Limited Liability Partnership
https://infiniteworks.in/private-construction-leads/detail/10872817427601306162?uid=6815559123727730&tid=20766212,riva del garda,plotting,,under construction,980800000,2025-05-01 00:00:00,2027-12-31 00:00:00,karnataka,bengaluru urban,,18615.0,55,0,Shree Sampadha Group
https://infiniteworks.in/private-construction-leads/detail/10924869963684977423?uid=6815559123727730&tid=20766212,rudraksha,residential,,under construction,20024372,2025-08-25 00:00:00,2027-08-31 00:00:00,karnataka,belagavi,1651.0,501.0,14,0,Shri Parvati Construction Company
https://infiniteworks.in/private-construction-leads/detail/11045247942022302143?uid=6815559123727730&tid=20766212,cozy paramount,residential,,under construction,78000000,2025-07-15 00:00:00,2027-12-31 00:00:00,karnataka,udupi,2526.0,1012.0,19,0,Cozy Paramount Developers
https://infiniteworks.in/private-construction-leads/detail/11092743187285762397?uid=6815559123727730&tid=20766212,lakefront by vaishnodevi,plotting,,under construction,30599076,2025-05-13 00:00:00,2026-12-31 00:00:00,karnataka,ramanagar,,9611.0,30,0,Vaishnodevi Lush Greens Private Limited
https://infiniteworks.in/private-construction-leads/detail/11122758170794212137?uid=6815559123727730&tid=20766212,sj park ville,residential,,under construction,1869499140,2025-12-01 00:00:00,2029-12-31 00:00:00,karnataka,bangalore rural,35049.0,30551.0,117,0,Sj Constructions
https://infiniteworks.in/private-construction-leads/detail/11136664809321810566?uid=6815559123727730&tid=20766212,ds max sky stanza,residential,,under construction,1059691580,2025-11-01 00:00:00,2030-10-31 00:00:00,karnataka,bengaluru,42470.0,14163.0,464,0,Ds Max Properties Private Limited
https://infiniteworks.in/private-construction-leads/detail/11161850262822269054?uid=6815559123727730&tid=20766212,royal city-3,plotting,,under construction,15592021,2025-01-10 00:00:00,2028-01-30 00:00:00,karnataka,kolar,,4249.0,14,0,Madhusudhan Rao Kadam & 2 Others In Individual Capacity
https://infiniteworks.in/private-construction-leads/detail/11172649841138660407?uid=6815559123727730&tid=20766212,sizzle east coast phase 4,plotting,,under construction,189608608,2025-08-25 00:00:00,2031-08-25 00:00:00,karnataka,bengaluru,,12545.0,56,,Harsha S
https://infiniteworks.in/private-construction-leads/detail/12832918674178408889?uid=6815559123727730&tid=20766212,manyata ekamoi,plotting,,under construction,530521632,2025-08-15 00:00:00,2028-12-31 00:00:00,karnataka,bengaluru,,57919.0,247,0,Manyata Developers Private Limited
https://infiniteworks.in/private-construction-leads/detail/12835402409624380647?uid=6815559123727730&tid=20766212,abish vista,residential,,under construction,470355296,2025-09-01 00:00:00,2029-08-31 00:00:00,karnataka,dakshina kannada,14560.0,2159.0,69,0,Abish Builders Private Limited
https://infiniteworks.in/private-construction-leads/detail/12844921952456064848?uid=6815559123727730&tid=20766212,the midsummer rain-villa plot development phase 4,plotting,,under construction,165231216,2025-05-01 00:00:00,2029-04-30 00:00:00,karnataka,bengaluru rural,,14265.0,5,0,Axis Capstone Realty Limited Liability Partnership
https://infiniteworks.in/private-construction-leads/detail/12896514394497386790?uid=6815559123727730&tid=20766212,grand bay,mixed,,under construction,147333136,2025-07-01 00:00:00,2030-12-31 00:00:00,karnataka,dakshina kannada,4799.0,1710.0,16,87,Spectrum Infratech
https://infiniteworks.in/private-construction-leads/detail/12914099670216317239?uid=6815559123727730&tid=20766212,tbc la picasso,plotting,,under construction,78761000,2025-10-17 00:00:00,2027-10-20 00:00:00,karnataka,bengaluru,,12241.0,43,0,Tbc Homes Infra Corporation
https://infiniteworks.in/private-construction-leads/detail/12930838612916033229?uid=6815559123727730&tid=20766212,esd kanasu,plotting,,under construction,216284960,2025-09-01 00:00:00,2027-12-31 00:00:00,karnataka,mysuru,,20538.0,82,0,Evantha Sri Durga Builders Limited Liability Partnership
https://infiniteworks.in/private-construction-leads/detail/12965267115134192003?uid=6815559123727730&tid=20766212,kns unnati phase V,plotting,,under construction,111167496,2025-07-07 00:00:00,2030-07-11 00:00:00,karnataka,bangalore rural,,40038.0,169,0,Kns Propworth Limited Liability Partnership
https://infiniteworks.in/private-construction-leads/detail/12967821085766596148?uid=6815559123727730&tid=20766212,riqueza laughing earth phase - II,plotting,,under construction,102176592,2025-06-18 00:00:00,2028-06-10 00:00:00,karnataka,kolar,,39329.0,87,0,Riqueza Estates Private Limited
https://infiniteworks.in/private-construction-leads/detail/13003637669117275079?uid=6815559123727730&tid=20766212,sln nidhi aura,plotting,,under construction,58848500,2025-07-01 00:00:00,2027-12-31 00:00:00,karnataka,bengaluru rural,,18640.0,27,0,Sln Infra
https://infiniteworks.in/private-construction-leads/detail/13009253768791257867?uid=6815559123727730&tid=20766212,raj viviente phase 2,residential,,under construction,261634832,2025-11-20 00:00:00,2028-02-28 00:00:00,karnataka,bengaluru,2902.0,3540.0,6,0,Snn Abode Limited Liability Partnership
https://infiniteworks.in/private-construction-leads/detail/4566880991066659502?uid=6815559123727730&tid=20766212,aurum valley,plotting,,under construction,180118784,2025-04-24 00:00:00,2026-12-31 00:00:00,karnataka,bangalore rural,,10724.0,43,0,Bangarukadiyala Syed Munaf
https://infiniteworks.in/private-construction-leads/detail/4633478009554305730?uid=6815559123727730&tid=20766212,honeycomb sanchike,residential,,under construction,594018240,2025-11-01 00:00:00,2030-12-31 00:00:00,karnataka,bangalore rural,10597.0,4575.0,67,0,Honey Comb Builders
https://infiniteworks.in/private-construction-leads/detail/4708577692716440625?uid=6815559123727730&tid=20766212,audumbar residency,residential,,under construction,54261744,2025-04-30 00:00:00,2029-09-15 00:00:00,karnataka,belagavi,1561.0,412.0,15,0,Bramha Construction
https://infiniteworks.in/private-construction-leads/detail/11925203894677607541?uid=6815559123727730&tid=20766212,assetz inspira melodies of life apartments,residential,,under construction,2417703170,2025-12-01 00:00:00,2030-11-30 00:00:00,karnataka,bengaluru,50379.0,13833.0,203,0,Iinspira Worldcity Projects Private Limited
https://infiniteworks.in/private-construction-leads/detail/11929866143037622587?uid=6815559123727730&tid=20766212,abhee tranquila,plotting,,under construction,210924512,2025-05-30 00:00:00,2026-12-31 00:00:00,karnataka,bengaluru urban,,68189.0,72,,Abhee Ventures Private Limited
https://infiniteworks.in/private-construction-leads/detail/11988392151391012220?uid=6815559123727730&tid=20766212,magnora,plotting,,under construction,546183740,2025-08-01 00:00:00,2028-12-31 00:00:00,karnataka,kolar,,71174.0,194,1,Fire Luxur Developers Private Limited
https://infiniteworks.in/private-construction-leads/detail/11989073478984480536?uid=6815559123727730&tid=20766212,rudram,residential,,under construction,129181104,2025-10-01 00:00:00,2028-03-31 00:00:00,karnataka,mysuru,1828.0,696.0,8,0,Imran Khan
https://infiniteworks.in/private-construction-leads/detail/12000751535450900914?uid=6815559123727730&tid=20766212,ambica orchid,residential,,under construction,54808188,2025-10-30 00:00:00,2028-09-30 00:00:00,karnataka,belagavi,1518.0,422.0,9,0,Abhijeet Arvind Jawalkar
https://infiniteworks.in/private-construction-leads/detail/12074274924720874278?uid=6815559123727730&tid=20766212,century trails phase 2,plotting,,under construction,229405632,2025-06-01 00:00:00,2028-05-31 00:00:00,karnataka,bengaluru rural,,11533.0,11,0,Century Trails Limited Liability Partnership
https://infiniteworks.in/private-construction-leads/detail/17205773351348423639?uid=6815559123727730&tid=20766212,the roots,residential,,under construction,3139114750,2025-07-18 00:00:00,2030-07-30 00:00:00,karnataka,bangalore rural,29069.0,21168.0,99,0,Srk Infra Projects Private Limited
https://infiniteworks.in/private-construction-leads/detail/17223167716986205145?uid=6815559123727730&tid=20766212,davana residency.1,plotting,,under construction,18766002,2025-08-05 00:00:00,2028-02-05 00:00:00,karnataka,davangere,,7891.0,31,0,Vishwanath B C
https://infiniteworks.in/private-construction-leads/detail/17232210668391252838?uid=6815559123727730&tid=20766212,aakruthi nest,residential,,under construction,301480960,2025-08-16 00:00:00,2028-12-31 00:00:00,karnataka,bengaluru,6332.0,3642.0,71,0,Kriti Builders & Developers
https://infiniteworks.in/private-construction-leads/detail/17237062031105519990?uid=6815559123727730&tid=20766212,sri balaji grand,residential,,under construction,495914112,2025-10-26 00:00:00,2027-06-30 00:00:00,karnataka,bengaluru,9195.0,3741.0,59,0,Sri Balaji Shelters
https://infiniteworks.in/private-construction-leads/detail/17303466233045495792?uid=6815559123727730&tid=20766212,century oneworld seraya phase 2,plotting,,under construction,5184941100,2025-09-01 00:00:00,2029-08-31 00:00:00,karnataka,bengaluru,,95945.0,166,1,Century Dwellings Private Limited
https://infiniteworks.in/private-construction-leads/detail/17310086695359597486?uid=6815559123727730&tid=20766212,ssvd serenity,residential,,under construction,434803616,2025-06-06 00:00:00,2029-06-30 00:00:00,karnataka,bengaluru urban,9280.0,2803.0,55,0,Sri Sai Venkateshwara Developers
https://infiniteworks.in/private-construction-leads/detail/17326045794592371450?uid=6815559123727730&tid=20766212,bilwa urban city,plotting,,under construction,17697140,2025-08-06 00:00:00,2027-12-31 00:00:00,karnataka,mysuru,,10521.0,50,0,Bilwa Urban City
https://infiniteworks.in/private-construction-leads/detail/17328632967392848966?uid=6815559123727730&tid=20766212,shraddha,residential,,under construction,42455116,2025-07-01 00:00:00,2029-12-31 00:00:00,karnataka,davangere,1440.0,445.0,7,0,Shubam Construction
https://infiniteworks.in/private-construction-leads/detail/1130448107093262852?uid=6815559123727730&tid=20766212,shivanethra nagara phase 2,plotting,,under construction,30578914,2025-09-01 00:00:00,2026-12-31 00:00:00,karnataka,mysuru,,5998.0,28,,Nethaji Gruha Nirmana Sahakara Sangha
https://infiniteworks.in/private-construction-leads/detail/11331291982243113426?uid=6815559123727730&tid=20766212,verdant tropical heights,residential,,under construction,737160380,2025-07-01 00:00:00,2029-06-30 00:00:00,karnataka,bengaluru,16419.0,4654.0,87,0,Verdant Builders & Developers
https://infiniteworks.in/private-construction-leads/detail/11345431407555033424?uid=6815559123727730&tid=20766212,onyx,residential,,under construction,3848699900,2025-07-01 00:00:00,2031-03-31 00:00:00,karnataka,bengaluru urban,122658.0,40468.0,623,0,Modern Projects
https://infiniteworks.in/private-construction-leads/detail/11351440788420162614?uid=6815559123727730&tid=20766212,courtyard by vedanth suraksha,residential,,under construction,3768103170,2025-12-01 00:00:00,2031-12-31 00:00:00,karnataka,bengaluru,57253.0,18210.0,277,0,Vedanth Suraksha Properties
https://infiniteworks.in/private-construction-leads/detail/319363075384504098?uid=6815559123727730&tid=20766212,soven sachi,residential,apartment,under construction,795196160,2025-02-11 00:00:00,2026-12-30 00:00:00,karnataka,bengaluru urban,12211.0,3928.0,58,0,Soven Buildtech Limited Liability Partnership
https://infiniteworks.in/private-construction-leads/detail/326663690194501996?uid=6815559123727730&tid=20766212,value space eternia,plotting,,under construction,593109700,2025-05-01 00:00:00,2030-04-30 00:00:00,karnataka,mysuru,,66671.0,41,0,Value Space Infraprojects Limited Liability Partnership
https://infiniteworks.in/private-construction-leads/detail/3287586107388011418?uid=6815559123727730&tid=20766212,platinum by intech developers,residential,,under construction,218764000,2025-01-01 00:00:00,2029-12-31 00:00:00,karnataka,udupi,8422.0,2023.0,47,0,Intech Developers
https://infiniteworks.in/private-construction-leads/detail/3288181581498973763?uid=6815559123727730&tid=20766212,cynosure sunny groves,residential,,under construction,1111200000,2025-02-15 00:00:00,2028-12-31 00:00:00,karnataka,bengaluru urban,55530.0,19171.0,316,0,Cynosure Living Spaces Limited Liability Partnership
https://infiniteworks.in/private-construction-leads/detail/1963442126043821750?uid=6815559123727730&tid=20766212,prestige marigold phase II,plotting,,under construction,2958966270,2025-12-01 00:00:00,2027-11-30 00:00:00,karnataka,bangalore rural,,223159.0,717,,Ace Realty Ventures
https://infiniteworks.in/private-construction-leads/detail/1963654390623417965?uid=6815559123727730&tid=20766212,sree veerabadraswamy prasanna,plotting,,under construction,11500000,2025-04-01 00:00:00,2027-12-31 00:00:00,karnataka,tumakuru,,2630.0,8,0,Nagaraju H Private
https://infiniteworks.in/private-construction-leads/detail/1992259300221717578?uid=6815559123727730&tid=20766212,silver stream,plotting,,under construction,274272288,2025-11-12 00:00:00,2028-09-12 00:00:00,karnataka,bangalore rural,,17831.0,74,0,Ark Global Estates
https://infiniteworks.in/private-construction-leads/detail/2002196599080753070?uid=6815559123727730&tid=20766212,airlink luxor,residential,,under construction,234785280,2025-05-01 00:00:00,2030-03-31 00:00:00,karnataka,dharwad,11044.0,1750.0,48,0,Narasingasa Reality
https://infiniteworks.in/private-construction-leads/detail/2004873589173233528?uid=6815559123727730&tid=20766212,the berries for birds by sanjeevini srushti,plotting,,under construction,750297660,2025-08-01 00:00:00,2027-06-30 00:00:00,karnataka,bengaluru rural,,65811.0,78,1,Sanjeevini Srushti Properties
https://infiniteworks.in/private-construction-leads/detail/15973969190318648809?uid=6815559123727730&tid=20766212,indian estate crystal city phase 2,plotting,,under construction,212330000,2025-05-02 00:00:00,2027-05-01 00:00:00,karnataka,mysuru,,34192.0,33,,K A Anil Kumar
https://infiniteworks.in/private-construction-leads/detail/1602784112459913576?uid=6815559123727730&tid=20766212,good earth cadence,residential,,under construction,3201234940,2025-02-01 00:00:00,2028-12-31 00:00:00,karnataka,bengaluru urban,37227.0,14896.0,144,0,Good Earth Eco Communities Private Limited
https://infiniteworks.in/private-construction-leads/detail/14865912900101194985?uid=6815559123727730&tid=20766212,varnam phase 1a,residential,,under construction,1004425470,2025-08-15 00:00:00,2030-08-31 00:00:00,karnataka,bengaluru rural,12855.0,12125.0,47,,One Bangalore Luxury Projects Limited Liability Partnership
https://infiniteworks.in/private-construction-leads/detail/11406370060170640670?uid=6815559123727730&tid=20766212,36 park avenue phase-II,plotting,,under construction,730837500,2025-03-01 00:00:00,2026-06-30 00:00:00,karnataka,bengaluru urban,,67632.0,86,3,R K Developers
https://infiniteworks.in/private-construction-leads/detail/11455729527969194075?uid=6815559123727730&tid=20766212,shriram songs of the earth,residential,,under construction,3498287870,2025-04-28 00:00:00,2030-04-28 00:00:00,karnataka,bengaluru urban,56482.0,16256.0,343,0,Shriram Properties Limited
